name,fm./loc.,slat,slon,n,dec,inc,k,alpha95,f_corr,VGP_lat,VGP_lon,K,A95,dp,dm,mean_age,min_age,2sig_min,max_age,2sig_max,uncer_dist,rock_typ_1,rock_typ_2,rock_typ_3,geologic_classes,geologic_types,lithologies,demag,struc_cont,rot_area,polarity,strat_group,ordering,synch_unit,in_study_pole,rej_crit,pmag_ref,age_ref,pmag_comments,age_comments,citations,Study,VGP_lon_recalc,VGP_lat_recalc,inc_reverse,dec_reverse,vgp_lat_SH,vgp_lon_SH,age_uncertainty
3,Bandelier Tuff Upper member,35.77,253.26,6,173.4,-34.8,119.0,6.2,,-72.4,274.7,,,,,1.25,1.24,,1.26,,normal,igneous,volcanic,ash flow,Igneous:Extrusive,Tuff,Felsic tuff,AF-TH,1,0,R,2,1.0,1,0,[12],Doell et al. (1968),Goff et al. (2011),,,10.1130/MEM116-p211:https://ui.adsabs.harvard.edu/abs/2011AGUFM.V13C2606G/abstract,Valles_Caldera_volcanics,274.3062460244244,-72.40318730924498,-34.8,173.4,-72.40318730924498,274.3062460244244,0.020000000000000018
2,Bandelier Tuff Upper member,35.77,253.26,6,169.3,-26.6,74.0,7.9,,-66.3,279.7,,,,,1.25,1.24,,1.26,,normal,igneous,volcanic,ash flow,Igneous:Extrusive,Tuff,Felsic tuff,AF-TH,1,0,R,2,1.0,1,0,[12],Doell et al. (1968),Goff et al. (2011),,,10.1130/MEM116-p211:https://ui.adsabs.harvard.edu/abs/2011AGUFM.V13C2606G/abstract,Valles_Caldera_volcanics,279.8321885086236,-66.25724365577823,-26.6,169.3,-66.25724365577823,279.8321885086236,0.020000000000000018
1,Bandelier Tuff Upper member,35.83,253.63,7,173.4,-37.7,185.0,4.4,,-74.3,275.7,,,,,1.25,1.24,,1.26,,normal,igneous,volcanic,ash flow,Igneous:Extrusive,Tuff,Felsic tuff,AF-TH,1,0,R,2,1.0,1,0,[12],Doell et al. (1968),Goff et al. (2011),,,10.1130/MEM116-p211:https://ui.adsabs.harvard.edu/abs/2011AGUFM.V13C2606G/abstract,Valles_Caldera_volcanics,276.8282932401004,-74.2067840434898,-37.7,173.4,-74.2067840434898,276.8282932401004,0.020000000000000018
S31 (Upper member mean),Bandelier Tuff Upper member,35.77,253.26,36,173.6,-33.8,139.0,2.0,,-71.8,273.1,,,,,1.25,1.24,,1.26,,normal,igneous,volcanic,ash flow,Igneous:Extrusive,Tuff,Felsic tuff,AF-TH,1,0,R,2,1.0,M1,1,[],Doell et al. (1968),Goff et al. (2011),,,10.1130/MEM116-p211:https://ui.adsabs.harvard.edu/abs/2011AGUFM.V13C2606G/abstract,Valles_Caldera_volcanics,273.0782545922655,-71.8335603288622,-33.8,173.6,-71.8335603288622,273.0782545922655,0.020000000000000018
6,Bandelier Tuff Lower member,35.84,253.35,5,172.5,-44.5,207.0,5.6,,-78.4,289.1,,,,,1.61,1.6,,1.62,,normal,igneous,volcanic,ash flow,Igneous:Extrusive,Tuff,Felsic tuff,AF-TH,1,0,R,2,2.0,2,0,[12],Doell et al. (1968),Goff et al. (2011),,,10.1130/MEM116-p211:https://ui.adsabs.harvard.edu/abs/2011AGUFM.V13C2606G/abstract,Valles_Caldera_volcanics,288.96739258620323,-78.39527380097923,-44.5,172.5,-78.39527380097923,288.96739258620323,0.020000000000000018
5,Bandelier Tuff Lower member,35.84,253.35,6,170.8,-48.6,355.0,3.6,,-80.1,306.9,,,,,1.61,1.6,,1.62,,normal,igneous,volcanic,ash flow,Igneous:Extrusive,Tuff,Felsic tuff,AF-TH,1,0,R,2,2.0,2,0,[12],Doell et al. (1968),Goff et al. (2011),,,10.1130/MEM116-p211:https://ui.adsabs.harvard.edu/abs/2011AGUFM.V13C2606G/abstract,Valles_Caldera_volcanics,306.86576314157674,-80.0394108356505,-48.6,170.8,-80.0394108356505,306.86576314157674,0.020000000000000018
4,Bandelier Tuff Lower member,35.93,253.29,6,174.8,-44.5,285.0,4.0,,-79.2,279.2,,,,,1.61,1.6,,1.62,,normal,igneous,volcanic,ash flow,Igneous:Extrusive,Tuff,Felsic tuff,AF-TH,1,0,R,2,2.0,2,0,[12],Doell et al. (1968),Goff et al. (2011),,,10.1130/MEM116-p211:https://ui.adsabs.harvard.edu/abs/2011AGUFM.V13C2606G/abstract,Valles_Caldera_volcanics,279.2058073782496,-79.27355599967538,-44.5,174.8,-79.27355599967538,279.2058073782496,0.020000000000000018
3,Bandelier Tuff Lower member,35.93,253.29,5,171.3,-44.7,268.0,5.0,,-77.9,293.3,,,,,1.61,1.6,,1.62,,normal,igneous,volcanic,ash flow,Igneous:Extrusive,Tuff,Felsic tuff,AF-TH,1,0,R,2,2.0,2,0,[12],Doell et al. (1968),Goff et al. (2011),,,10.1130/MEM116-p211:https://ui.adsabs.harvard.edu/abs/2011AGUFM.V13C2606G/abstract,Valles_Caldera_volcanics,293.426624954473,-77.85905916022986,-44.7,171.3,-77.85905916022986,293.426624954473,0.020000000000000018
2,Bandelier Tuff Lower member,35.93,253.29,6,176.1,-47.1,182.0,6.0,,-81.7,277.9,,,,,1.61,1.6,,1.62,,normal,igneous,volcanic,ash flow,Igneous:Extrusive,Tuff,Felsic tuff,AF-TH,1,0,R,2,2.0,2,0,[12],Doell et al. (1968),Goff et al. (2011),,,10.1130/MEM116-p211:https://ui.adsabs.harvard.edu/abs/2011AGUFM.V13C2606G/abstract,Valles_Caldera_volcanics,277.7173967384465,-81.67222089564643,-47.1,176.1,-81.67222089564643,277.7173967384465,0.020000000000000018
1,Bandelier Tuff Lower member,35.93,253.29,6,177.8,-45.2,398.0,3.4,,-80.6,265.5,,,,,1.61,1.6,,1.62,,normal,igneous,volcanic,ash flow,Igneous:Extrusive,Tuff,Felsic tuff,AF-TH,1,0,R,2,2.0,2,0,[12],Doell et al. (1968),Goff et al. (2011),,,10.1130/MEM116-p211:https://ui.adsabs.harvard.edu/abs/2011AGUFM.V13C2606G/abstract,Valles_Caldera_volcanics,265.41648072280896,-80.60636780253486,-45.2,177.8,-80.60636780253486,265.41648072280896,0.020000000000000018
S30 (Lower member mean),Bandelier Tuff Lower member,35.93,253.29,34,174.0,-45.9,244.0,1.6,,-80.0,285.4,,,,,1.61,1.6,,1.62,,normal,igneous,volcanic,ash flow,Igneous:Extrusive,Tuff,Felsic tuff,AF-TH,1,0,R,2,2.0,M2,1,[],Doell et al. (1968),Goff et al. (2011),,,10.1130/MEM116-p211:https://ui.adsabs.harvard.edu/abs/2011AGUFM.V13C2606G/abstract,Valles_Caldera_volcanics,285.5207036236367,-79.96936367085225,-45.9,174.0,-79.96936367085225,285.5207036236367,0.020000000000000018
S29,Sawyer Dome,35.85,253.56,5,12.2,44.4,169.0,5.9,,75.7,23.3,,,,,3.44,3.14,,3.7399999999999998,,normal,igneous,volcanic,quartz latite,Igneous:Extrusive,Tuff,Felsic tuff,AF-TH,1,0,N,0,,0,1,[],Doell et al. (1968),Goff et al. (2011),not clear why not included in pole of Mankinen (2008) [perhaps because not well dated?],,10.1130/MEM116-p211:https://ui.adsabs.harvard.edu/abs/2011AGUFM.V13C2606G/abstract,Valles_Caldera_volcanics,23.278805085570365,75.7149309936954,-44.4,192.2,-75.7149309936954,203.27880508557035,0.5999999999999996
B01,Bitterroot Dome intusions,46.7,245.4,4,336.9,65.7,94.5,9.5,,74.2,169.6,,,,,50.95,46.4,0.8,55.5,0.5,uniform,igneous,shallow intrusive,rhyolite dike,Igneous:Intrusive,Volcanic Dike,Rhyolite,AF-TH,0,1,,0,,0,1,[],Doughty and Sheriff (1992),Hodges and Applegate (1993); Simonsen (1997),"Results these Bitterroot intrusions are interpreted to have suffered a few degrees of vertical axis rotation (on the basis of comparisons with 'reference' directions of Diehl et al. (1983)), but less severe than those from Skalkaho intrusions.",min age comes from Ar-Ar age from Hodges and Applegate (1993); max age comes from Ar-Ar age from Simonsen (1997). See Simonsen (1997) for additional Ar-Ar constraints from these dikes (which suggest they are mostly ~52 Ma).,10.1029/91TC02889:10.1130/0091-7613(1993)021<0161:AOTEIT>2.3.CO;2:https://scholarworks.umt.edu/etd/4671/,Bitterroot_Dome_intrusions,168.3251707834595,74.3486452313526,-65.7,156.89999999999998,-74.3486452313526,348.3251707834595,9.100000000000001
B02,Bitterroot Dome intusions,46.7,245.4,4,342.8,66.9,60.4,11.9,,78.3,175.6,,,,,50.95,46.4,0.8,55.5,0.5,uniform,igneous,shallow intrusive,rhyolite dike,Igneous:Intrusive,Volcanic Dike,Rhyolite,AF-TH,0,1,,0,,0,1,[],Doughty and Sheriff (1992),Hodges and Applegate (1993); Simonsen (1997),"Results these Bitterroot intrusions are interpreted to have suffered a few degrees of vertical axis rotation (on the basis of comparisons with 'reference' directions of Diehl et al. (1983)), but less severe than those from Skalkaho intrusions.",min age comes from Ar-Ar age from Hodges and Applegate (1993); max age comes from Ar-Ar age from Simonsen (1997). See Simonsen (1997) for additional Ar-Ar constraints from these dikes (which suggest they are mostly ~52 Ma).,10.1029/91TC02889:10.1130/0091-7613(1993)021<0161:AOTEIT>2.3.CO;2:https://scholarworks.umt.edu/etd/4671/,Bitterroot_Dome_intrusions,175.58538492564003,78.20126681010208,-66.9,162.8,-78.20126681010208,355.58538492564,9.100000000000001
B03,Bitterroot Dome intusions,46.7,245.4,7,324.8,59.0,256.8,3.8,,63.8,153.3,,,,,50.95,46.4,0.8,55.5,0.5,uniform,igneous,shallow intrusive,rhyolite dike,Igneous:Intrusive,Volcanic Dike,Rhyolite,AF-TH,0,1,,0,,0,1,[],Doughty and Sheriff (1992),Hodges and Applegate (1993); Simonsen (1997),"Results these Bitterroot intrusions are interpreted to have suffered a few degrees of vertical axis rotation (on the basis of comparisons with 'reference' directions of Diehl et al. (1983)), but less severe than those from Skalkaho intrusions.",min age comes from Ar-Ar age from Hodges and Applegate (1993); max age comes from Ar-Ar age from Simonsen (1997). See Simonsen (1997) for additional Ar-Ar constraints from these dikes (which suggest they are mostly ~52 Ma).,10.1029/91TC02889:10.1130/0091-7613(1993)021<0161:AOTEIT>2.3.CO;2:https://scholarworks.umt.edu/etd/4671/,Bitterroot_Dome_intrusions,153.01593368619305,63.67441844786403,-59.0,144.8,-63.67441844786403,333.0159336861931,9.100000000000001
B05,Bitterroot Dome intusions,46.7,245.4,5,331.4,59.2,48.6,11.1,,69.4,150.2,,,,,50.95,46.4,0.8,55.5,0.5,uniform,igneous,shallow intrusive,rhyolite dike,Igneous:Intrusive,Volcanic Dike,Rhyolite,AF-TH,0,1,,0,,0,1,[],Doughty and Sheriff (1992),Hodges and Applegate (1993); Simonsen (1997),"Results these Bitterroot intrusions are interpreted to have suffered a few degrees of vertical axis rotation (on the basis of comparisons with 'reference' directions of Diehl et al. (1983)), but less severe than those from Skalkaho intrusions.",min age comes from Ar-Ar age from Hodges and Applegate (1993); max age comes from Ar-Ar age from Simonsen (1997). See Simonsen (1997) for additional Ar-Ar constraints from these dikes (which suggest they are mostly ~52 Ma).,10.1029/91TC02889:10.1130/0091-7613(1993)021<0161:AOTEIT>2.3.CO;2:https://scholarworks.umt.edu/etd/4671/,Bitterroot_Dome_intrusions,147.81582166553622,68.28452495456077,-59.2,151.39999999999998,-68.28452495456077,327.8158216655362,9.100000000000001
B06,Bitterroot Dome intusions,46.7,245.4,3,327.1,50.9,144.3,10.3,,60.7,136.3,,,,,50.95,46.4,0.8,55.5,0.5,uniform,igneous,shallow intrusive,rhyolite dike,Igneous:Intrusive,Volcanic Dike,Rhyolite,AF-TH,0,1,,0,,0,1,[],Doughty and Sheriff (1992),Hodges and Applegate (1993); Simonsen (1997),"Results these Bitterroot intrusions are interpreted to have suffered a few degrees of vertical axis rotation (on the basis of comparisons with 'reference' directions of Diehl et al. (1983)), but less severe than those from Skalkaho intrusions.",min age comes from Ar-Ar age from Hodges and Applegate (1993); max age comes from Ar-Ar age from Simonsen (1997). See Simonsen (1997) for additional Ar-Ar constraints from these dikes (which suggest they are mostly ~52 Ma).,10.1029/91TC02889:10.1130/0091-7613(1993)021<0161:AOTEIT>2.3.CO;2:https://scholarworks.umt.edu/etd/4671/,Bitterroot_Dome_intrusions,136.20475459090625,60.6685303307263,-50.9,147.10000000000002,-60.6685303307263,316.20475459090625,9.100000000000001
B09,Bitterroot Dome intusions,46.1,244.8,2,171.7,-64.6,50.5,35.9,,-84.2,-17.6,,,,,50.95,46.4,0.8,55.5,0.5,uniform,igneous,shallow intrusive,rhyolite dike,Igneous:Intrusive,Volcanic Dike,Rhyolite,AF-TH,0,1,,0,,M1,1,[],Doughty and Sheriff (1992),Hodges and Applegate (1993); Simonsen (1997),"Results these Bitterroot intrusions are interpreted to have suffered a few degrees of vertical axis rotation (on the basis of comparisons with 'reference' directions of Diehl et al. (1983)), but less severe than those from Skalkaho intrusions.",min age comes from Ar-Ar age from Hodges and Applegate (1993); max age comes from Ar-Ar age from Simonsen (1997). See Simonsen (1997) for additional Ar-Ar constraints from these dikes (which suggest they are mostly ~52 Ma).,10.1029/91TC02889:10.1130/0091-7613(1993)021<0161:AOTEIT>2.3.CO;2:https://scholarworks.umt.edu/etd/4671/,Bitterroot_Dome_intrusions,341.57381282847365,-84.25473274874774,-64.6,171.7,-84.25473274874774,341.57381282847365,9.100000000000001
B09a,Bitterroot Dome intusions,46.1,244.8,2,166.5,-72.5,172.9,19.1,,-75.7,34.6,,,,,50.95,46.4,0.8,55.5,0.5,uniform,igneous,shallow intrusive,rhyolite dike,Igneous:Intrusive,Volcanic Dike,Rhyolite,AF-TH,0,1,,0,,1,0,[12],Doughty and Sheriff (1992),Hodges and Applegate (1993); Simonsen (1997),"Results these Bitterroot intrusions are interpreted to have suffered a few degrees of vertical axis rotation (on the basis of comparisons with 'reference' directions of Diehl et al. (1983)), but less severe than those from Skalkaho intrusions.",min age comes from Ar-Ar age from Hodges and Applegate (1993); max age comes from Ar-Ar age from Simonsen (1997). See Simonsen (1997) for additional Ar-Ar constraints from these dikes (which suggest they are mostly ~52 Ma).,10.1029/91TC02889:10.1130/0091-7613(1993)021<0161:AOTEIT>2.3.CO;2:https://scholarworks.umt.edu/etd/4671/,Bitterroot_Dome_intrusions,34.46614983416434,-75.72624278268351,-72.5,166.5,-75.72624278268351,34.46614983416434,9.100000000000001
B09b,Bitterroot Dome intusions,46.1,244.8,2,174.5,-56.7,231.4,16.5,,-80.3,-88.2,,,,,50.95,46.4,0.8,55.5,0.5,uniform,igneous,shallow intrusive,rhyolite dike,Igneous:Intrusive,Volcanic Dike,Rhyolite,AF-TH,0,1,,0,,1,0,[12],Doughty and Sheriff (1992),Hodges and Applegate (1993); Simonsen (1997),"Results these Bitterroot intrusions are interpreted to have suffered a few degrees of vertical axis rotation (on the basis of comparisons with 'reference' directions of Diehl et al. (1983)), but less severe than those from Skalkaho intrusions.",min age comes from Ar-Ar age from Hodges and Applegate (1993); max age comes from Ar-Ar age from Simonsen (1997). See Simonsen (1997) for additional Ar-Ar constraints from these dikes (which suggest they are mostly ~52 Ma).,10.1029/91TC02889:10.1130/0091-7613(1993)021<0161:AOTEIT>2.3.CO;2:https://scholarworks.umt.edu/etd/4671/,Bitterroot_Dome_intrusions,271.6377465153173,-80.27446092974088,-56.7,174.5,-80.27446092974088,271.6377465153173,9.100000000000001
B10,Bitterroot Dome intusions,46.1,244.8,3,344.0,71.4,48.5,17.9,,75.9,-154.3,,,,,50.95,46.4,0.8,55.5,0.5,uniform,igneous,shallow intrusive,rhyolite dike,Igneous:Intrusive,Volcanic Dike,Rhyolite,AF-TH,0,1,,0,,0,1,[],Doughty and Sheriff (1992),Hodges and Applegate (1993); Simonsen (1997),"Results these Bitterroot intrusions are interpreted to have suffered a few degrees of vertical axis rotation (on the basis of comparisons with 'reference' directions of Diehl et al. (1983)), but less severe than those from Skalkaho intrusions.",min age comes from Ar-Ar age from Hodges and Applegate (1993); max age comes from Ar-Ar age from Simonsen (1997). See Simonsen (1997) for additional Ar-Ar constraints from these dikes (which suggest they are mostly ~52 Ma).,10.1029/91TC02889:10.1130/0091-7613(1993)021<0161:AOTEIT>2.3.CO;2:https://scholarworks.umt.edu/etd/4671/,Bitterroot_Dome_intrusions,205.5665919531648,75.91614839318324,-71.4,164.0,-75.91614839318324,25.56659195316479,9.100000000000001
B11,Bitterroot Dome intusions,46.1,244.9,2,328.1,78.1,30.0,47.3,,63.2,-142.2,,,,,50.95,46.4,0.8,55.5,0.5,uniform,igneous,shallow intrusive,rhyolite dike,Igneous:Intrusive,Volcanic Dike,Rhyolite,AF-TH,0,1,,0,,M2,1,[],Doughty and Sheriff (1992),Hodges and Applegate (1993); Simonsen (1997),"Results these Bitterroot intrusions are interpreted to have suffered a few degrees of vertical axis rotation (on the basis of comparisons with 'reference' directions of Diehl et al. (1983)), but less severe than those from Skalkaho intrusions.",min age comes from Ar-Ar age from Hodges and Applegate (1993); max age comes from Ar-Ar age from Simonsen (1997). See Simonsen (1997) for additional Ar-Ar constraints from these dikes (which suggest they are mostly ~52 Ma).,10.1029/91TC02889:10.1130/0091-7613(1993)021<0161:AOTEIT>2.3.CO;2:https://scholarworks.umt.edu/etd/4671/,Bitterroot_Dome_intrusions,217.81860048663816,63.2041521001892,-78.1,148.10000000000002,-63.2041521001892,37.81860048663816,9.100000000000001
B11a,Bitterroot Dome intusions,46.1,244.9,4,268.3,81.8,27.700831024930743,13.3,,43.3,-137.5,,,,,50.95,46.4,0.8,55.5,0.5,uniform,igneous,shallow intrusive,rhyolite dike,Igneous:Intrusive,Volcanic Dike,Rhyolite,AF-TH,0,1,,0,,2,0,[12],Doughty and Sheriff (1992),Hodges and Applegate (1993); Simonsen (1997),"Results these Bitterroot intrusions are interpreted to have suffered a few degrees of vertical axis rotation (on the basis of comparisons with 'reference' directions of Diehl et al. (1983)), but less severe than those from Skalkaho intrusions.",min age comes from Ar-Ar age from Hodges and Applegate (1993); max age comes from Ar-Ar age from Simonsen (1997). See Simonsen (1997) for additional Ar-Ar constraints from these dikes (which suggest they are mostly ~52 Ma).,10.1029/91TC02889:10.1130/0091-7613(1993)021<0161:AOTEIT>2.3.CO;2:https://scholarworks.umt.edu/etd/4671/,Bitterroot_Dome_intrusions,222.51829590250682,43.36733903541078,-81.8,88.30000000000001,-43.36733903541078,42.51829590250682,9.100000000000001
B11b,Bitterroot Dome intusions,46.1,244.9,4,348.4,69.2,126.0,11.0,,80.0,-159.3,,,,,50.95,46.4,0.8,55.5,0.5,uniform,igneous,shallow intrusive,rhyolite dike,Igneous:Intrusive,Volcanic Dike,Rhyolite,AF-TH,0,1,,0,,2,0,[12],Doughty and Sheriff (1992),Hodges and Applegate (1993); Simonsen (1997),"Results these Bitterroot intrusions are interpreted to have suffered a few degrees of vertical axis rotation (on the basis of comparisons with 'reference' directions of Diehl et al. (1983)), but less severe than those from Skalkaho intrusions.",min age comes from Ar-Ar age from Hodges and Applegate (1993); max age comes from Ar-Ar age from Simonsen (1997). See Simonsen (1997) for additional Ar-Ar constraints from these dikes (which suggest they are mostly ~52 Ma).,10.1029/91TC02889:10.1130/0091-7613(1993)021<0161:AOTEIT>2.3.CO;2:https://scholarworks.umt.edu/etd/4671/,Bitterroot_Dome_intrusions,200.71240614520298,79.94934111489403,-69.2,168.39999999999998,-79.94934111489403,20.712406145202976,9.100000000000001
B12,Bitterroot Dome intusions,46.1,244.9,2,163.0,-57.7,1362.9,6.8,,-75.5,-50.8,,,,,50.95,46.4,0.8,55.5,0.5,uniform,igneous,shallow intrusive,rhyolite dike,Igneous:Intrusive,Volcanic Dike,Rhyolite,AF-TH,0,1,,0,,M3,1,[],Doughty and Sheriff (1992),Hodges and Applegate (1993); Simonsen (1997),"Results these Bitterroot intrusions are interpreted to have suffered a few degrees of vertical axis rotation (on the basis of comparisons with 'reference' directions of Diehl et al. (1983)), but less severe than those from Skalkaho intrusions.",min age comes from Ar-Ar age from Hodges and Applegate (1993); max age comes from Ar-Ar age from Simonsen (1997). See Simonsen (1997) for additional Ar-Ar constraints from these dikes (which suggest they are mostly ~52 Ma).,10.1029/91TC02889:10.1130/0091-7613(1993)021<0161:AOTEIT>2.3.CO;2:https://scholarworks.umt.edu/etd/4671/,Bitterroot_Dome_intrusions,309.21100529437985,-75.25797168483626,-57.7,163.0,-75.25797168483626,309.21100529437985,9.100000000000001
B12a,Bitterroot Dome intusions,46.1,244.9,5,160.1,-57.7,333.0,4.2,,-73.4,-45.7,,,,,50.95,46.4,0.8,55.5,0.5,uniform,igneous,shallow intrusive,rhyolite dike,Igneous:Intrusive,Volcanic Dike,Rhyolite,AF-TH,0,1,,0,,3,0,[12],Doughty and Sheriff (1992),Hodges and Applegate (1993); Simonsen (1997),"Results these Bitterroot intrusions are interpreted to have suffered a few degrees of vertical axis rotation (on the basis of comparisons with 'reference' directions of Diehl et al. (1983)), but less severe than those from Skalkaho intrusions.",min age comes from Ar-Ar age from Hodges and Applegate (1993); max age comes from Ar-Ar age from Simonsen (1997). See Simonsen (1997) for additional Ar-Ar constraints from these dikes (which suggest they are mostly ~52 Ma).,10.1029/91TC02889:10.1130/0091-7613(1993)021<0161:AOTEIT>2.3.CO;2:https://scholarworks.umt.edu/etd/4671/,Bitterroot_Dome_intrusions,314.12928230882153,-73.40963735669936,-57.7,160.1,-73.40963735669936,314.12928230882153,9.100000000000001
B12b,Bitterroot Dome intusions,46.1,244.9,3,165.9,-57.6,3905.3,2.0,,-77.0,-56.9,,,,,50.95,46.4,0.8,55.5,0.5,uniform,igneous,shallow intrusive,rhyolite dike,Igneous:Intrusive,Volcanic Dike,Rhyolite,AF-TH,0,1,,0,,3,0,[12],Doughty and Sheriff (1992),Hodges and Applegate (1993); Simonsen (1997),"Results these Bitterroot intrusions are interpreted to have suffered a few degrees of vertical axis rotation (on the basis of comparisons with 'reference' directions of Diehl et al. (1983)), but less severe than those from Skalkaho intrusions.",min age comes from Ar-Ar age from Hodges and Applegate (1993); max age comes from Ar-Ar age from Simonsen (1997). See Simonsen (1997) for additional Ar-Ar constraints from these dikes (which suggest they are mostly ~52 Ma).,10.1029/91TC02889:10.1130/0091-7613(1993)021<0161:AOTEIT>2.3.CO;2:https://scholarworks.umt.edu/etd/4671/,Bitterroot_Dome_intrusions,302.84901745159345,-76.95178835022573,-57.6,165.9,-76.95178835022573,302.84901745159345,9.100000000000001
B15,Bitterroot Dome intusions,46.1,244.9,2,120.3,-66.9,40.4,40.4,,-50.9,2.5,,,,,50.95,46.4,0.8,55.5,0.5,uniform,igneous,shallow intrusive,rhyolite dike,Igneous:Intrusive,Volcanic Dike,Rhyolite,AF-TH,0,1,,0,,M4,1,[],Doughty and Sheriff (1992),Hodges and Applegate (1993); Simonsen (1997),"Results these Bitterroot intrusions are interpreted to have suffered a few degrees of vertical axis rotation (on the basis of comparisons with 'reference' directions of Diehl et al. (1983)), but less severe than those from Skalkaho intrusions.",min age comes from Ar-Ar age from Hodges and Applegate (1993); max age comes from Ar-Ar age from Simonsen (1997). See Simonsen (1997) for additional Ar-Ar constraints from these dikes (which suggest they are mostly ~52 Ma).,10.1029/91TC02889:10.1130/0091-7613(1993)021<0161:AOTEIT>2.3.CO;2:https://scholarworks.umt.edu/etd/4671/,Bitterroot_Dome_intrusions,2.3914210240496745,-50.82608806624924,-66.9,120.3,-50.82608806624924,2.3914210240496745,9.100000000000001
B15a,Bitterroot Dome intusions,46.1,244.9,5,99.3,-64.3,82.33564377231673,6.9,,-36.6,6.5,,,,,50.95,46.4,0.8,55.5,0.5,uniform,igneous,shallow intrusive,rhyolite dike,Igneous:Intrusive,Volcanic Dike,Rhyolite,AF-TH,0,1,,0,,4,0,[12],Doughty and Sheriff (1992),Hodges and Applegate (1993); Simonsen (1997),"Results these Bitterroot intrusions are interpreted to have suffered a few degrees of vertical axis rotation (on the basis of comparisons with 'reference' directions of Diehl et al. (1983)), but less severe than those from Skalkaho intrusions.",min age comes from Ar-Ar age from Hodges and Applegate (1993); max age comes from Ar-Ar age from Simonsen (1997). See Simonsen (1997) for additional Ar-Ar constraints from these dikes (which suggest they are mostly ~52 Ma).,10.1029/91TC02889:10.1130/0091-7613(1993)021<0161:AOTEIT>2.3.CO;2:https://scholarworks.umt.edu/etd/4671/,Bitterroot_Dome_intrusions,6.366284965620752,-36.64445397073803,-64.3,99.3,-36.64445397073803,6.366284965620752,9.100000000000001
B15b,Bitterroot Dome intusions,46.1,244.9,2,143.2,-66.4,4447.8,3.8,,-65.2,-5.2,,,,,50.95,46.4,0.8,55.5,0.5,uniform,igneous,shallow intrusive,rhyolite dike,Igneous:Intrusive,Volcanic Dike,Rhyolite,AF-TH,0,1,,0,,4,0,[12],Doughty and Sheriff (1992),Hodges and Applegate (1993); Simonsen (1997),"Results these Bitterroot intrusions are interpreted to have suffered a few degrees of vertical axis rotation (on the basis of comparisons with 'reference' directions of Diehl et al. (1983)), but less severe than those from Skalkaho intrusions.",min age comes from Ar-Ar age from Hodges and Applegate (1993); max age comes from Ar-Ar age from Simonsen (1997). See Simonsen (1997) for additional Ar-Ar constraints from these dikes (which suggest they are mostly ~52 Ma).,10.1029/91TC02889:10.1130/0091-7613(1993)021<0161:AOTEIT>2.3.CO;2:https://scholarworks.umt.edu/etd/4671/,Bitterroot_Dome_intrusions,354.77933279987815,-65.22078058789765,-66.4,143.2,-65.22078058789765,354.77933279987815,9.100000000000001
B18,Bitterroot Dome intusions,46.1,244.9,8,161.8,-54.8,599.6,2.3,,-72.6,-56.8,,,,,50.95,46.4,0.8,55.5,0.5,uniform,igneous,shallow intrusive,rhyolite dike,Igneous:Intrusive,Volcanic Dike,Rhyolite,AF-TH,0,1,,0,,0,1,[],Doughty and Sheriff (1992),Hodges and Applegate (1993); Simonsen (1997),"Results these Bitterroot intrusions are interpreted to have suffered a few degrees of vertical axis rotation (on the basis of comparisons with 'reference' directions of Diehl et al. (1983)), but less severe than those from Skalkaho intrusions.",min age comes from Ar-Ar age from Hodges and Applegate (1993); max age comes from Ar-Ar age from Simonsen (1997). See Simonsen (1997) for additional Ar-Ar constraints from these dikes (which suggest they are mostly ~52 Ma).,10.1029/91TC02889:10.1130/0091-7613(1993)021<0161:AOTEIT>2.3.CO;2:https://scholarworks.umt.edu/etd/4671/,Bitterroot_Dome_intrusions,303.18386013919826,-72.56933115315813,-54.8,161.8,-72.56933115315813,303.18386013919826,9.100000000000001
S03,Skalkaho intrusions,45.8,246.1,7,270.1,-71.9,113.4,5.7,,-36.8,108.3,,,,,50.95,46.4,0.8,55.5,0.5,uniform,igneous,shallow intrusive,rhyolite dike,Igneous:Intrusive,Volcanic Dike,Rhyolite,AF-TH,0,2,,0,,0,0,[7],Doughty and Sheriff (1992),Hodges and Applegate (1993); Simonsen (1997),Results from these Skalkaho intrusions interpreted to have been rotated about a vertical axis on the basis of comparisons with 'reference ' directions from Diehl et al. (1983) (and are therefore not used for pole calculation above).,min age comes from Ar-Ar age from Hodges and Applegate (1993); max age comes from Ar-Ar age from Simonsen (1997). See Simonsen (1997) for additional Ar-Ar constraints from these dikes (which suggest they are mostly ~52 Ma).,10.1029/91TC02889:10.1130/0091-7613(1993)021<0161:AOTEIT>2.3.CO;2:https://scholarworks.umt.edu/etd/4671/,Bitterroot_Dome_intrusions,109.22357045091792,-36.827408367589044,-71.9,270.1,-36.827408367589044,109.22357045091792,9.100000000000001
