name,fm./loc.,slat,slon,n,dec,inc,k,alpha95,f_corr,VGP_lat,VGP_lon,K,A95,dp,dm,mean_age,min_age,2sig_min,max_age,2sig_max,uncer_dist,rock_typ_1,rock_typ_2,rock_typ_3,geologic_classes,geologic_types,lithologies,demag,struc_cont,rot_area,polarity,strat_group,ordering,synch_unit,in_study_pole,rej_crit,pmag_ref,age_ref,pmag_comments,age_comments,citations,Study,VGP_lon_recalc,VGP_lat_recalc,inc_reverse,dec_reverse,vgp_lat_SH,vgp_lon_SH,age_uncertainty,keep
S45,San Antonio II,35.94,253.4,7,7.6,55.2,48.0,8.8,,83.8,343.6,,,,,0.557,0.553,,0.561,,normal,igneous,volcanic,rhyolite,Igneous:Extrusive,Lava,Rhyolite,AF-TH,1,0,N,0,,0,1,[],Doell et al. (1968),Goff et al. (2011),,,10.1130/MEM116-p211:https://ui.adsabs.harvard.edu/abs/2011AGUFM.V13C2606G/abstract,Valles_Caldera_volcanics,343.10881600083053,83.83671782911169,-55.2,187.6,-83.83671782911169,163.10881600083053,0.008000000000000007,True
S43,La Jara,35.86,253.5,7,354.0,51.9,306.0,3.5,,84.0,131.5,,,,,0.53,0.52,,0.54,,normal,igneous,volcanic,rhyolite,Igneous:Extrusive,Lava,Rhyolite,AF-TH,1,0,N,0,,0,1,[],Doell et al. (1968),Goff et al. (2011),,,10.1130/MEM116-p211:https://ui.adsabs.harvard.edu/abs/2011AGUFM.V13C2606G/abstract,Valles_Caldera_volcanics,131.31201702987394,84.02237180274537,-51.9,174.0,-84.02237180274537,311.3120170298739,0.020000000000000018,True
S42,San Antonio I,35.9,253.36,7,8.8,59.8,81.0,6.7,,81.6,305.9,,,,,0.557,0.553,,0.561,,normal,igneous,volcanic,rhyolite,Igneous:Extrusive,Lava,Rhyolite,AF-TH,1,0,N,0,,0,1,[],Doell et al. (1968),Goff et al. (2011),,,10.1130/MEM116-p211:https://ui.adsabs.harvard.edu/abs/2011AGUFM.V13C2606G/abstract,Valles_Caldera_volcanics,306.08805462430894,81.61488295086973,-59.8,188.8,-81.61488295086973,126.08805462430894,0.008000000000000007,True
S38,Santa Rosa I,35.95,253.5,7,99.4,-67.4,305.0,3.5,,-32.4,25.1,,,,,0.925,0.914,0.004,0.936,0.008,uniform,igneous,volcanic,rhyolite,Igneous:Extrusive,Lava,Rhyolite,AF-TH,1,0,I,0,,0,1,[],Doell et al. (1968),Goff et al. (2011),,,10.1130/MEM116-p211:https://ui.adsabs.harvard.edu/abs/2011AGUFM.V13C2606G/abstract,Valles_Caldera_volcanics,25.118830861186648,-32.39693925006951,-67.4,99.4,-32.39693925006951,25.118830861186648,0.02200000000000002,True
S37,Abrigo III,35.96,253.51,7,23.7,50.8,62.0,7.7,,69.9,349.3,,,,,0.973,0.963,,0.983,,normal,igneous,volcanic,rhyolite,Igneous:Extrusive,Lava,Rhyolite,AF-TH,1,0,N,0,,0,1,[],Doell et al. (1968),Goff et al. (2011),,,10.1130/MEM116-p211:https://ui.adsabs.harvard.edu/abs/2011AGUFM.V13C2606G/abstract,Valles_Caldera_volcanics,349.4002032070469,69.8489695899248,-50.8,203.7,-69.8489695899248,169.4002032070469,0.020000000000000018,True
S35,Del Medio I,35.91,253.52,7,213.6,-44.6,132.0,5.3,,-59.8,172.6,,,,,1.199,1.169,0.005,1.229,0.017,uniform,igneous,volcanic,rhyolite,Igneous:Extrusive,Lava,Rhyolite,AF-TH,1,0,R,0,,0,1,[],Doell et al. (1968),Goff et al. (2011),,,10.1130/MEM116-p211:https://ui.adsabs.harvard.edu/abs/2011AGUFM.V13C2606G/abstract,Valles_Caldera_volcanics,172.67313647919502,-59.81863893018551,-44.6,213.6,-59.81863893018551,172.67313647919502,0.06000000000000005,True
S34,Del Medio II,35.92,253.54,8,178.9,-48.5,79.0,6.3,,-83.4,262.1,,,,,1.199,1.169,0.005,1.229,0.017,uniform,igneous,volcanic,rhyolite,Igneous:Extrusive,Lava,Rhyolite,AF-TH,1,0,R,0,,0,1,[],Doell et al. (1968),Goff et al. (2011),,,10.1130/MEM116-p211:https://ui.adsabs.harvard.edu/abs/2011AGUFM.V13C2606G/abstract,Valles_Caldera_volcanics,262.01290688192245,-83.48687854668906,-48.5,178.9,-83.48687854668906,262.01290688192245,0.06000000000000005,True
S31 (Upper member mean),Bandelier Tuff Upper member,35.77,253.26,36,173.6,-33.8,139.0,2.0,,-71.8,273.1,,,,,1.25,1.24,,1.26,,normal,igneous,volcanic,ash flow,Igneous:Extrusive,Tuff,Felsic tuff,AF-TH,1,0,R,2,1.0,M1,1,[],Doell et al. (1968),Goff et al. (2011),,,10.1130/MEM116-p211:https://ui.adsabs.harvard.edu/abs/2011AGUFM.V13C2606G/abstract,Valles_Caldera_volcanics,273.0782545922655,-71.8335603288622,-33.8,173.6,-71.8335603288622,273.0782545922655,0.020000000000000018,True
S30 (Lower member mean),Bandelier Tuff Lower member,35.93,253.29,34,174.0,-45.9,244.0,1.6,,-80.0,285.4,,,,,1.61,1.6,,1.62,,normal,igneous,volcanic,ash flow,Igneous:Extrusive,Tuff,Felsic tuff,AF-TH,1,0,R,2,2.0,M2,1,[],Doell et al. (1968),Goff et al. (2011),,,10.1130/MEM116-p211:https://ui.adsabs.harvard.edu/abs/2011AGUFM.V13C2606G/abstract,Valles_Caldera_volcanics,285.5207036236367,-79.96936367085225,-45.9,174.0,-79.96936367085225,285.5207036236367,0.020000000000000018,True
S29,Sawyer Dome,35.85,253.56,5,12.2,44.4,169.0,5.9,,75.7,23.3,,,,,3.44,3.14,,3.7399999999999998,,normal,igneous,volcanic,quartz latite,Igneous:Extrusive,Tuff,Felsic tuff,AF-TH,1,0,N,0,,0,1,[],Doell et al. (1968),Goff et al. (2011),not clear why not included in pole of Mankinen (2008) [perhaps because not well dated?],,10.1130/MEM116-p211:https://ui.adsabs.harvard.edu/abs/2011AGUFM.V13C2606G/abstract,Valles_Caldera_volcanics,23.278805085570365,75.7149309936954,-44.4,192.2,-75.7149309936954,203.27880508557035,0.5999999999999996,True
B01,Bitterroot Dome intusions,46.7,245.4,4,336.9,65.7,94.5,9.5,,74.2,169.6,,,,,50.95,46.4,0.8,55.5,0.5,uniform,igneous,shallow intrusive,rhyolite dike,Igneous:Intrusive,Volcanic Dike,Rhyolite,AF-TH,0,1,,0,,0,1,[],Doughty and Sheriff (1992),Hodges and Applegate (1993); Simonsen (1997),"Results these Bitterroot intrusions are interpreted to have suffered a few degrees of vertical axis rotation (on the basis of comparisons with 'reference' directions of Diehl et al. (1983)), but less severe than those from Skalkaho intrusions.",min age comes from Ar-Ar age from Hodges and Applegate (1993); max age comes from Ar-Ar age from Simonsen (1997). See Simonsen (1997) for additional Ar-Ar constraints from these dikes (which suggest they are mostly ~52 Ma).,10.1029/91TC02889:10.1130/0091-7613(1993)021<0161:AOTEIT>2.3.CO;2:https://scholarworks.umt.edu/etd/4671/,Bitterroot_Dome_intrusions,168.3251707834595,74.3486452313526,-65.7,156.89999999999998,-74.3486452313526,348.3251707834595,9.100000000000001,True
B02,Bitterroot Dome intusions,46.7,245.4,4,342.8,66.9,60.4,11.9,,78.3,175.6,,,,,50.95,46.4,0.8,55.5,0.5,uniform,igneous,shallow intrusive,rhyolite dike,Igneous:Intrusive,Volcanic Dike,Rhyolite,AF-TH,0,1,,0,,0,1,[],Doughty and Sheriff (1992),Hodges and Applegate (1993); Simonsen (1997),"Results these Bitterroot intrusions are interpreted to have suffered a few degrees of vertical axis rotation (on the basis of comparisons with 'reference' directions of Diehl et al. (1983)), but less severe than those from Skalkaho intrusions.",min age comes from Ar-Ar age from Hodges and Applegate (1993); max age comes from Ar-Ar age from Simonsen (1997). See Simonsen (1997) for additional Ar-Ar constraints from these dikes (which suggest they are mostly ~52 Ma).,10.1029/91TC02889:10.1130/0091-7613(1993)021<0161:AOTEIT>2.3.CO;2:https://scholarworks.umt.edu/etd/4671/,Bitterroot_Dome_intrusions,175.58538492564003,78.20126681010208,-66.9,162.8,-78.20126681010208,355.58538492564,9.100000000000001,True
B03,Bitterroot Dome intusions,46.7,245.4,7,324.8,59.0,256.8,3.8,,63.8,153.3,,,,,50.95,46.4,0.8,55.5,0.5,uniform,igneous,shallow intrusive,rhyolite dike,Igneous:Intrusive,Volcanic Dike,Rhyolite,AF-TH,0,1,,0,,0,1,[],Doughty and Sheriff (1992),Hodges and Applegate (1993); Simonsen (1997),"Results these Bitterroot intrusions are interpreted to have suffered a few degrees of vertical axis rotation (on the basis of comparisons with 'reference' directions of Diehl et al. (1983)), but less severe than those from Skalkaho intrusions.",min age comes from Ar-Ar age from Hodges and Applegate (1993); max age comes from Ar-Ar age from Simonsen (1997). See Simonsen (1997) for additional Ar-Ar constraints from these dikes (which suggest they are mostly ~52 Ma).,10.1029/91TC02889:10.1130/0091-7613(1993)021<0161:AOTEIT>2.3.CO;2:https://scholarworks.umt.edu/etd/4671/,Bitterroot_Dome_intrusions,153.01593368619305,63.67441844786403,-59.0,144.8,-63.67441844786403,333.0159336861931,9.100000000000001,True
B05,Bitterroot Dome intusions,46.7,245.4,5,331.4,59.2,48.6,11.1,,69.4,150.2,,,,,50.95,46.4,0.8,55.5,0.5,uniform,igneous,shallow intrusive,rhyolite dike,Igneous:Intrusive,Volcanic Dike,Rhyolite,AF-TH,0,1,,0,,0,1,[],Doughty and Sheriff (1992),Hodges and Applegate (1993); Simonsen (1997),"Results these Bitterroot intrusions are interpreted to have suffered a few degrees of vertical axis rotation (on the basis of comparisons with 'reference' directions of Diehl et al. (1983)), but less severe than those from Skalkaho intrusions.",min age comes from Ar-Ar age from Hodges and Applegate (1993); max age comes from Ar-Ar age from Simonsen (1997). See Simonsen (1997) for additional Ar-Ar constraints from these dikes (which suggest they are mostly ~52 Ma).,10.1029/91TC02889:10.1130/0091-7613(1993)021<0161:AOTEIT>2.3.CO;2:https://scholarworks.umt.edu/etd/4671/,Bitterroot_Dome_intrusions,147.81582166553622,68.28452495456077,-59.2,151.39999999999998,-68.28452495456077,327.8158216655362,9.100000000000001,True
B06,Bitterroot Dome intusions,46.7,245.4,3,327.1,50.9,144.3,10.3,,60.7,136.3,,,,,50.95,46.4,0.8,55.5,0.5,uniform,igneous,shallow intrusive,rhyolite dike,Igneous:Intrusive,Volcanic Dike,Rhyolite,AF-TH,0,1,,0,,0,1,[],Doughty and Sheriff (1992),Hodges and Applegate (1993); Simonsen (1997),"Results these Bitterroot intrusions are interpreted to have suffered a few degrees of vertical axis rotation (on the basis of comparisons with 'reference' directions of Diehl et al. (1983)), but less severe than those from Skalkaho intrusions.",min age comes from Ar-Ar age from Hodges and Applegate (1993); max age comes from Ar-Ar age from Simonsen (1997). See Simonsen (1997) for additional Ar-Ar constraints from these dikes (which suggest they are mostly ~52 Ma).,10.1029/91TC02889:10.1130/0091-7613(1993)021<0161:AOTEIT>2.3.CO;2:https://scholarworks.umt.edu/etd/4671/,Bitterroot_Dome_intrusions,136.20475459090625,60.6685303307263,-50.9,147.10000000000002,-60.6685303307263,316.20475459090625,9.100000000000001,True
B09,Bitterroot Dome intusions,46.1,244.8,2,171.7,-64.6,50.5,35.9,,-84.2,-17.6,,,,,50.95,46.4,0.8,55.5,0.5,uniform,igneous,shallow intrusive,rhyolite dike,Igneous:Intrusive,Volcanic Dike,Rhyolite,AF-TH,0,1,,0,,M1,1,[],Doughty and Sheriff (1992),Hodges and Applegate (1993); Simonsen (1997),"Results these Bitterroot intrusions are interpreted to have suffered a few degrees of vertical axis rotation (on the basis of comparisons with 'reference' directions of Diehl et al. (1983)), but less severe than those from Skalkaho intrusions.",min age comes from Ar-Ar age from Hodges and Applegate (1993); max age comes from Ar-Ar age from Simonsen (1997). See Simonsen (1997) for additional Ar-Ar constraints from these dikes (which suggest they are mostly ~52 Ma).,10.1029/91TC02889:10.1130/0091-7613(1993)021<0161:AOTEIT>2.3.CO;2:https://scholarworks.umt.edu/etd/4671/,Bitterroot_Dome_intrusions,341.57381282847365,-84.25473274874774,-64.6,171.7,-84.25473274874774,341.57381282847365,9.100000000000001,True
B10,Bitterroot Dome intusions,46.1,244.8,3,344.0,71.4,48.5,17.9,,75.9,-154.3,,,,,50.95,46.4,0.8,55.5,0.5,uniform,igneous,shallow intrusive,rhyolite dike,Igneous:Intrusive,Volcanic Dike,Rhyolite,AF-TH,0,1,,0,,0,1,[],Doughty and Sheriff (1992),Hodges and Applegate (1993); Simonsen (1997),"Results these Bitterroot intrusions are interpreted to have suffered a few degrees of vertical axis rotation (on the basis of comparisons with 'reference' directions of Diehl et al. (1983)), but less severe than those from Skalkaho intrusions.",min age comes from Ar-Ar age from Hodges and Applegate (1993); max age comes from Ar-Ar age from Simonsen (1997). See Simonsen (1997) for additional Ar-Ar constraints from these dikes (which suggest they are mostly ~52 Ma).,10.1029/91TC02889:10.1130/0091-7613(1993)021<0161:AOTEIT>2.3.CO;2:https://scholarworks.umt.edu/etd/4671/,Bitterroot_Dome_intrusions,205.5665919531648,75.91614839318324,-71.4,164.0,-75.91614839318324,25.56659195316479,9.100000000000001,True
B11,Bitterroot Dome intusions,46.1,244.9,2,328.1,78.1,30.0,47.3,,63.2,-142.2,,,,,50.95,46.4,0.8,55.5,0.5,uniform,igneous,shallow intrusive,rhyolite dike,Igneous:Intrusive,Volcanic Dike,Rhyolite,AF-TH,0,1,,0,,M2,1,[],Doughty and Sheriff (1992),Hodges and Applegate (1993); Simonsen (1997),"Results these Bitterroot intrusions are interpreted to have suffered a few degrees of vertical axis rotation (on the basis of comparisons with 'reference' directions of Diehl et al. (1983)), but less severe than those from Skalkaho intrusions.",min age comes from Ar-Ar age from Hodges and Applegate (1993); max age comes from Ar-Ar age from Simonsen (1997). See Simonsen (1997) for additional Ar-Ar constraints from these dikes (which suggest they are mostly ~52 Ma).,10.1029/91TC02889:10.1130/0091-7613(1993)021<0161:AOTEIT>2.3.CO;2:https://scholarworks.umt.edu/etd/4671/,Bitterroot_Dome_intrusions,217.81860048663816,63.2041521001892,-78.1,148.10000000000002,-63.2041521001892,37.81860048663816,9.100000000000001,True
B12,Bitterroot Dome intusions,46.1,244.9,2,163.0,-57.7,1362.9,6.8,,-75.5,-50.8,,,,,50.95,46.4,0.8,55.5,0.5,uniform,igneous,shallow intrusive,rhyolite dike,Igneous:Intrusive,Volcanic Dike,Rhyolite,AF-TH,0,1,,0,,M3,1,[],Doughty and Sheriff (1992),Hodges and Applegate (1993); Simonsen (1997),"Results these Bitterroot intrusions are interpreted to have suffered a few degrees of vertical axis rotation (on the basis of comparisons with 'reference' directions of Diehl et al. (1983)), but less severe than those from Skalkaho intrusions.",min age comes from Ar-Ar age from Hodges and Applegate (1993); max age comes from Ar-Ar age from Simonsen (1997). See Simonsen (1997) for additional Ar-Ar constraints from these dikes (which suggest they are mostly ~52 Ma).,10.1029/91TC02889:10.1130/0091-7613(1993)021<0161:AOTEIT>2.3.CO;2:https://scholarworks.umt.edu/etd/4671/,Bitterroot_Dome_intrusions,309.21100529437985,-75.25797168483626,-57.7,163.0,-75.25797168483626,309.21100529437985,9.100000000000001,True
B15,Bitterroot Dome intusions,46.1,244.9,2,120.3,-66.9,40.4,40.4,,-50.9,2.5,,,,,50.95,46.4,0.8,55.5,0.5,uniform,igneous,shallow intrusive,rhyolite dike,Igneous:Intrusive,Volcanic Dike,Rhyolite,AF-TH,0,1,,0,,M4,1,[],Doughty and Sheriff (1992),Hodges and Applegate (1993); Simonsen (1997),"Results these Bitterroot intrusions are interpreted to have suffered a few degrees of vertical axis rotation (on the basis of comparisons with 'reference' directions of Diehl et al. (1983)), but less severe than those from Skalkaho intrusions.",min age comes from Ar-Ar age from Hodges and Applegate (1993); max age comes from Ar-Ar age from Simonsen (1997). See Simonsen (1997) for additional Ar-Ar constraints from these dikes (which suggest they are mostly ~52 Ma).,10.1029/91TC02889:10.1130/0091-7613(1993)021<0161:AOTEIT>2.3.CO;2:https://scholarworks.umt.edu/etd/4671/,Bitterroot_Dome_intrusions,2.3914210240496745,-50.82608806624924,-66.9,120.3,-50.82608806624924,2.3914210240496745,9.100000000000001,True
B18,Bitterroot Dome intusions,46.1,244.9,8,161.8,-54.8,599.6,2.3,,-72.6,-56.8,,,,,50.95,46.4,0.8,55.5,0.5,uniform,igneous,shallow intrusive,rhyolite dike,Igneous:Intrusive,Volcanic Dike,Rhyolite,AF-TH,0,1,,0,,0,1,[],Doughty and Sheriff (1992),Hodges and Applegate (1993); Simonsen (1997),"Results these Bitterroot intrusions are interpreted to have suffered a few degrees of vertical axis rotation (on the basis of comparisons with 'reference' directions of Diehl et al. (1983)), but less severe than those from Skalkaho intrusions.",min age comes from Ar-Ar age from Hodges and Applegate (1993); max age comes from Ar-Ar age from Simonsen (1997). See Simonsen (1997) for additional Ar-Ar constraints from these dikes (which suggest they are mostly ~52 Ma).,10.1029/91TC02889:10.1130/0091-7613(1993)021<0161:AOTEIT>2.3.CO;2:https://scholarworks.umt.edu/etd/4671/,Bitterroot_Dome_intrusions,303.18386013919826,-72.56933115315813,-54.8,161.8,-72.56933115315813,303.18386013919826,9.100000000000001,True
SM1,laccolith inner zone,37.527424208091,-113.409498649763,6,340.6,64.6,97.61,6.8,,73.1,-165.3,,,,,21.08,20.2,0.05,21.96,0.11,uniform,igneous,plutonic,quartz monzonite,Igneous:Intrusive,Pluton,Quartz Monzonite,AF-TH,0,1,,0,,0,1,[],Petronis et al. (2004),Petronis and O'Driscoll (2013),,age range from range of K-Ar and Ar-Ar ages,10.1144/GSL.SP.2004.238.01.16:10.1002/2013GC004930,Stoddard_Mountain_laccolith,194.6999999997211,73.10000000006646,-64.6,160.60000000000002,-73.10000000006646,14.699999999721086,1.7600000000000016,True
SM2,laccolith inner zone,37.384803207407,-113.76567526865,7,340.7,60.9,125.73,5.4,,74.5,179.3,,,,,21.08,20.2,0.05,21.96,0.11,uniform,igneous,plutonic,quartz monzonite,Igneous:Intrusive,Pluton,Quartz Monzonite,AF-TH,0,1,,0,,0,1,[],Petronis et al. (2004),Petronis and O'Driscoll (2013),,age range from range of K-Ar and Ar-Ar ages,10.1144/GSL.SP.2004.238.01.16:10.1002/2013GC004930,Stoddard_Mountain_laccolith,179.29999995208144,74.50000000565883,-60.9,160.7,-74.50000000565883,359.2999999520814,1.7600000000000016,True
SM3,laccolith inner zone,37.5022931027515,-113.494198551651,5,348.9,65.7,89.85,8.1,,76.8,212.1,,,,,21.08,20.2,0.05,21.96,0.11,uniform,igneous,plutonic,quartz monzonite,Igneous:Intrusive,Pluton,Quartz Monzonite,AF-TH,0,1,,0,,0,1,[],Petronis et al. (2004),Petronis and O'Driscoll (2013),,age range from range of K-Ar and Ar-Ar ages,10.1144/GSL.SP.2004.238.01.16:10.1002/2013GC004930,Stoddard_Mountain_laccolith,212.1000000000058,76.79999999999833,-65.7,168.89999999999998,-76.79999999999833,32.10000000000579,1.7600000000000016,True
SM4,laccolith inner zone,37.5469297993319,-113.310549240437,5,357.1,52.2,116.45,7.1,,84.7,94.1,,,,,21.08,20.2,0.05,21.96,0.11,uniform,igneous,plutonic,quartz monzonite,Igneous:Intrusive,Pluton,Quartz Monzonite,AF-TH,0,1,,0,,0,1,[],Petronis et al. (2004),Petronis and O'Driscoll (2013),,age range from range of K-Ar and Ar-Ar ages,10.1144/GSL.SP.2004.238.01.16:10.1002/2013GC004930,Stoddard_Mountain_laccolith,94.10000000710393,84.70000000127062,-52.2,177.10000000000002,-84.70000000127062,274.1000000071039,1.7600000000000016,True
SM5,laccolith inner zone,37.53,-113.67,6,0.9,54.8,97.05,6.8,,87.6,47.8,,,,,21.08,20.2,0.05,21.96,0.11,uniform,igneous,plutonic,quartz monzonite,Igneous:Intrusive,Pluton,Quartz Monzonite,AF-TH,0,1,,0,,0,1,[],Petronis et al. (2004),Petronis and O'Driscoll (2013),,age range from range of K-Ar and Ar-Ar ages,10.1144/GSL.SP.2004.238.01.16:10.1002/2013GC004930,Stoddard_Mountain_laccolith,47.85140411688264,87.68281688571935,-54.8,180.9,-87.68281688571935,227.85140411688263,1.7600000000000016,True
SM6,laccolith inner zone,37.4494144192145,-113.436584865978,6,179.3,-68.9,73.95,7.8,,-75.1,64.9,,,,,21.08,20.2,0.05,21.96,0.11,uniform,igneous,plutonic,quartz monzonite,Igneous:Intrusive,Pluton,Quartz Monzonite,AF-TH,0,1,,0,,0,1,[],Petronis et al. (2004),Petronis and O'Driscoll (2013),,age range from range of K-Ar and Ar-Ar ages,10.1144/GSL.SP.2004.238.01.16:10.1002/2013GC004930,Stoddard_Mountain_laccolith,64.90000000000089,-75.09999999999992,-68.9,179.3,-75.09999999999992,64.90000000000089,1.7600000000000016,True
SM12,laccolith inner zone,37.4689236673944,-113.526255826147,6,336.6,46.9,51.97,9.4,,68.3,137.8,,,,,21.08,20.2,0.05,21.96,0.11,uniform,igneous,plutonic,quartz monzonite,Igneous:Intrusive,Pluton,Quartz Monzonite,AF-TH,0,1,,0,,0,1,[],Petronis et al. (2004),Petronis and O'Driscoll (2013),,age range from range of K-Ar and Ar-Ar ages,10.1144/GSL.SP.2004.238.01.16:10.1002/2013GC004930,Stoddard_Mountain_laccolith,137.80000000109993,68.30000000014786,-46.9,156.60000000000002,-68.30000000014786,317.80000000109993,1.7600000000000016,True
SM13,laccolith inner zone,37.55,-113.37,4,344.5,48.4,287.87,5.4,,,,,,,,21.08,20.2,0.05,21.96,0.11,uniform,igneous,plutonic,quartz monzonite,Igneous:Intrusive,Pluton,Quartz Monzonite,AF-TH,0,1,,0,,0,1,[],Petronis et al. (2004),Petronis and O'Driscoll (2013),VGP lon appears anomalous relative to sampling area and direction (discarded).,age range from range of K-Ar and Ar-Ar ages,10.1144/GSL.SP.2004.238.01.16:10.1002/2013GC004930,Stoddard_Mountain_laccolith,128.8466398241062,74.74030994787103,-48.4,164.5,-74.74030994787103,308.8466398241062,1.7600000000000016,True
SM14,laccolith inner zone,37.55,-113.37,5,350.3,51.1,116.36,7.1,,,,,,,,21.08,20.2,0.05,21.96,0.11,uniform,igneous,plutonic,quartz monzonite,Igneous:Intrusive,Pluton,Quartz Monzonite,AF-TH,0,1,,0,,0,1,[],Petronis et al. (2004),Petronis and O'Driscoll (2013),VGP lon appears anomalous relative to sampling area and direction (discarded).,age range from range of K-Ar and Ar-Ar ages,10.1144/GSL.SP.2004.238.01.16:10.1002/2013GC004930,Stoddard_Mountain_laccolith,123.61929422230169,80.16607745254355,-51.1,170.3,-80.16607745254355,303.6192942223017,1.7600000000000016,True
SM15,laccolith inner zone,37.55,-113.37,6,349.2,55.4,118.2,4.9,,,,,,,,21.08,20.2,0.05,21.96,0.11,uniform,igneous,plutonic,quartz monzonite,Igneous:Intrusive,Pluton,Quartz Monzonite,AF-TH,0,1,,0,,0,1,[],Petronis et al. (2004),Petronis and O'Driscoll (2013),VGP lon appears anomalous relative to sampling area and direction (discarded).,age range from range of K-Ar and Ar-Ar ages,10.1144/GSL.SP.2004.238.01.16:10.1002/2013GC004930,Stoddard_Mountain_laccolith,149.3227731688335,81.20131109145157,-55.4,169.2,-81.20131109145157,329.32277316883346,1.7600000000000016,True
SM16,laccolith inner zone,37.4338658596921,-113.909403187584,6,349.6,51.0,33.56,11.7,,79.7,125.3,,,,,21.08,20.2,0.05,21.96,0.11,uniform,igneous,plutonic,quartz monzonite,Igneous:Intrusive,Pluton,Quartz Monzonite,AF-TH,0,1,,0,,0,1,[],Petronis et al. (2004),Petronis and O'Driscoll (2013),,age range from range of K-Ar and Ar-Ar ages,10.1144/GSL.SP.2004.238.01.16:10.1002/2013GC004930,Stoddard_Mountain_laccolith,125.29999999838554,79.69999999982508,-51.0,169.60000000000002,-79.69999999982508,305.29999999838554,1.7600000000000016,True
SM17,laccolith inner zone,37.38,-113.91,5,10.7,49.5,139.79,6.5,,78.6,10.3,,,,,21.08,20.2,0.05,21.96,0.11,uniform,igneous,plutonic,quartz monzonite,Igneous:Intrusive,Pluton,Quartz Monzonite,AF-TH,0,1,,0,,0,1,[],Petronis et al. (2004),Petronis and O'Driscoll (2013),,age range from range of K-Ar and Ar-Ar ages,10.1144/GSL.SP.2004.238.01.16:10.1002/2013GC004930,Stoddard_Mountain_laccolith,11.367252944074204,78.68103982853034,-49.5,190.7,-78.68103982853034,191.3672529440742,1.7600000000000016,True
SM21,laccolith inner zone,37.55,-113.3,6,349.3,55.7,104.26,6.6,,81.3,151.2,,,,,21.08,20.2,0.05,21.96,0.11,uniform,igneous,plutonic,quartz monzonite,Igneous:Intrusive,Pluton,Quartz Monzonite,AF-TH,0,1,,0,,0,1,[],Petronis et al. (2004),Petronis and O'Driscoll (2013),,age range from range of K-Ar and Ar-Ar ages,10.1144/GSL.SP.2004.238.01.16:10.1002/2013GC004930,Stoddard_Mountain_laccolith,151.24203539262507,81.34813861065086,-55.7,169.3,-81.34813861065086,331.2420353926251,1.7600000000000016,True
SM22,laccolith inner zone,37.52,-112.8,5,358.1,55.2,93.06,8.0,,87.6,108.2,,,,,21.08,20.2,0.05,21.96,0.11,uniform,igneous,plutonic,quartz monzonite,Igneous:Intrusive,Pluton,Quartz Monzonite,AF-TH,0,1,,0,,0,1,[],Petronis et al. (2004),Petronis and O'Driscoll (2013),,age range from range of K-Ar and Ar-Ar ages,10.1144/GSL.SP.2004.238.01.16:10.1002/2013GC004930,Stoddard_Mountain_laccolith,108.22024573068254,87.64979538308054,-55.2,178.10000000000002,-87.64979538308054,288.22024573068256,1.7600000000000016,True
SM23,laccolith inner zone,37.6109111390645,-112.626595010335,6,354.8,58.8,159.46,5.3,,85.5,184.4,,,,,21.08,20.2,0.05,21.96,0.11,uniform,igneous,plutonic,quartz monzonite,Igneous:Intrusive,Pluton,Quartz Monzonite,AF-TH,0,1,,0,,0,1,[],Petronis et al. (2004),Petronis and O'Driscoll (2013),,age range from range of K-Ar and Ar-Ar ages,10.1144/GSL.SP.2004.238.01.16:10.1002/2013GC004930,Stoddard_Mountain_laccolith,184.3999999999426,85.50000000000234,-58.8,174.8,-85.50000000000234,4.399999999942594,1.7600000000000016,True
SM24,laccolith inner zone,37.59,-112.9,5,349.1,55.9,197.95,5.5,,81.2,152.9,,,,,21.08,20.2,0.05,21.96,0.11,uniform,igneous,plutonic,quartz monzonite,Igneous:Intrusive,Pluton,Quartz Monzonite,AF-TH,0,1,,0,,0,1,[],Petronis et al. (2004),Petronis and O'Driscoll (2013),,age range from range of K-Ar and Ar-Ar ages,10.1144/GSL.SP.2004.238.01.16:10.1002/2013GC004930,Stoddard_Mountain_laccolith,152.92014046698029,81.22713689502415,-55.9,169.10000000000002,-81.22713689502415,332.9201404669803,1.7600000000000016,True
SM25,laccolith inner zone,37.58,-112.9,6,355.0,57.8,376.1,3.5,,86.0,171.0,,,,,21.08,20.2,0.05,21.96,0.11,uniform,igneous,plutonic,quartz monzonite,Igneous:Intrusive,Pluton,Quartz Monzonite,AF-TH,0,1,,0,,0,1,[],Petronis et al. (2004),Petronis and O'Driscoll (2013),,age range from range of K-Ar and Ar-Ar ages,10.1144/GSL.SP.2004.238.01.16:10.1002/2013GC004930,Stoddard_Mountain_laccolith,171.07410648069026,85.9665621371767,-57.8,175.0,-85.9665621371767,351.07410648069026,1.7600000000000016,True
